campo_64,campo_34,campo_36,campo_38,campo_53,campo_100,campo_6,campo_97,campo_10,campo_11,campo_12,campo_13,campo_51,campo_81,campo_46,campo_20,campo_1,campo_104,campo_60_cat,Presenta_union,campo_83_indpos,campo_95_indpos,Componente 1,Componente 2,Componente 3,Componente 4,Componente 5,Componente 6,Componente 7,Componente 8,Componente 9
3,9,0,0,0,-0.23145502494313785,0,1,1,1,1,0,0,-0.13130643285972257,9,0,1,0.4133690528074689,2,1,0,0,3.7574923503491413,0.21482635573532288,2.058806305782255,0.07240006455820856,-1.8409865343422087,-1.9879660313449476,-1.072327254928049,-0.9134547135724994,-0.9157336152795427
1,14,1,1,1,-0.23145502494313785,0,1,1,1,0,0,0,-0.13130643285972257,10,0,0,-1.247683319940588,0,1,0,0,-2.076008632952477,-1.611127796240615,2.0136499938431753,-0.2894610946325329,-0.4934917322752061,0.1945369443945386,1.3854229074766748,-1.4843201674409374,0.48225396338195464
1,14,1,1,0,-0.23145502494313785,0,0,1,0,1,1,0,-0.13130643285972257,10,0,0,-0.25782563405283004,1,1,0,0,-2.742064767529538,-2.591272821406236,1.1702137329968016,-0.43239737185614885,0.2058977791557526,-0.5726227264418113,-0.530596178904845,1.5006544441688738,-0.7488279119850754
1,8,1,1,0,-0.23145502494313785,0,0,1,1,0,0,0,-0.13130643285972257,4,0,0,0.11684700542272566,2,1,0,0,-1.1859933893699615,-2.3402107070310105,-3.0629256753540317,-0.6398269441615473,-0.5145805533790254,-0.5298084954353465,-0.37329921300262947,-1.0939292064952735,0.3182111158950767
1,11,1,1,0,-0.23145502494313785,0,1,1,1,0,0,0,-0.13130643285972257,8,0,0,-1.9771743775608455,0,1,0,0,-3.7468038631131777,-0.09884069707086454,0.34939394504896515,-0.2444669394717882,1.1920385925636705,0.13388603758807013,0.7828720727016664,-1.2923727657104926,-0.7138222842777283
1,11,1,1,0,-0.23145502494313785,0,1,1,1,0,0,0,-0.13130643285972257,2,0,1,0.49994481844869804,2,1,0,0,-1.1530527048155466,-3.7139215274910646,-2.668216347609511,-0.13218232047511883,-0.1648931527747885,0.19356591370780446,-0.8484833010413233,-0.49023940086633117,0.3170912451318833
3,0,0,0,0,-0.23145502494313785,1,1,1,1,0,1,0,-0.13130643285972257,5,0,1,0.49994481844869804,2,1,0,0,-1.1884203517920484,0.4807569759534792,1.6443779206264348,0.611075459726973,-1.6902749808071689,1.0262051769333609,-0.49538427450243505,-0.14480082287314805,0.28013645574182133
1,5,0,0,0,-0.23145502494313785,0,1,1,1,0,0,0,-0.13130643285972257,11,0,0,-0.7671798441300159,1,1,0,0,4.0673398014678845,-0.16075355636373978,-1.0436886149193825,1.5801200292599897,0.21615490656529784,-1.4082195016324304,2.2763317963297047,-0.5172404603972098,-1.4167431313458407
3,20,0,0,0,-0.23145502494313785,0,1,1,1,0,1,0,-0.13130643285972257,4,0,1,1.3110616791298872,3,1,0,0,-2.2571145420622467,-0.0771084512590044,1.9164706230921407,-0.16802495367244857,1.7872186599806004,2.08152815655497,-1.5326557980951745,-1.1560841123656365,-1.5908570793279841
3,8,1,1,0,-0.23145502494313785,1,1,1,1,1,1,0,-0.13130643285972257,4,1,1,1.3110616791298872,3,1,0,0,-1.0447120446750309,1.5944204089894665,-0.8360735369305697,1.4738153553781246,3.2800890236350564,-0.33595040151846445,1.4769104769364503,0.7692430821341394,1.0436962635876952
1,8,1,1,0,-0.23145502494313785,0,1,1,1,0,0,0,-0.13130643285972257,4,0,0,-0.7671798441300159,1,1,0,0,0.6108872976579739,-0.9283429315746474,-0.1464453939525179,-0.6135795870596212,1.1967259780324064,0.4941083245271006,1.0867574052271667,0.6287316524370453,2.8412673205918595
1,8,1,1,0,4.320493798938574,0,1,1,1,0,0,0,-0.13130643285972257,4,0,0,0.4133690528074689,2,1,0,0,-3.4200832133856203,-1.0813693766385963,1.6915114652468617,-0.20852228403594483,1.1116255638532768,0.2850408306730646,1.00429974743074,-1.3649471881831963,-0.43272397509761024
1,8,0,0,0,-0.23145502494313785,1,1,1,1,0,1,0,-0.13130643285972257,3,1,1,1.3110616791298872,3,1,0,0,-0.7514173146600772,0.19341928308956732,-3.1778290807416614,2.6168163626176497,0.31464256607599633,0.062387192236455426,-1.6883279943593759,-0.38501738680585057,0.25446790429471416
0,15,0,0,0,-0.23145502494313785,1,1,1,1,0,1,0,-0.13130643285972257,2,0,1,1.3110616791298872,3,1,0,0,7.608305766439914,1.5945219585685966,3.6224807297094994,-0.5761881372850408,0.6645938008661355,-0.2462187834562304,-0.25793299802244246,0.06471623484395424,0.2976383929765773
1,8,0,0,0,-0.23145502494313785,0,1,1,1,0,1,0,-0.13130643285972257,4,0,0,0.8681409716554507,2,1,0,0,-0.9148147836717622,-0.5100952926010381,2.102714031643931,1.6713192069389071,-0.8131104725899846,-0.6633815005481898,-0.4199370960888463,1.0340420788120381,-0.15471868391761515
1,2,0,0,0,-0.23145502494313785,0,1,1,1,0,0,0,-0.13130643285972257,0,0,0,0.7320320518349281,2,1,0,0,0.05623509857589007,-1.35317433456939,-0.8664153686177926,1.018863160715722,-1.939876968642714,0.7343821592248262,-1.3382877710725112,-0.2911180977716925,0.14152880658799596
3,7,1,0,0,-0.23145502494313785,1,0,1,1,0,0,0,-0.13130643285972257,8,0,1,-1.566346318968047,0,1,0,0,-1.7711344897924883,3.815014731164964,-0.4437392077067972,-2.1499929580774313,-1.8832891256000854,0.48785862304462885,1.641183445222228,-0.35489530034091166,0.8646844831388182
2,19,0,0,0,-0.23145502494313785,0,0,1,1,0,0,0,-0.13130643285972257,6,0,0,1.0506950508623873,2,1,0,0,6.206820951211444,1.535856146582165,2.9653440684773686,0.20669133191776576,0.2738074770560885,0.26631361542093274,0.1013116054742221,-0.09615776787361179,0.9502874317789747
3,14,1,1,0,-0.23145502494313785,1,1,1,1,0,1,0,-0.13130643285972257,10,0,1,1.3110616791298872,3,1,0,0,-2.797683827525068,2.4882629221232415,-1.3831475065193874,-2.353926700859357,-1.5811493669764514,0.9478341598818282,1.3252477869649661,0.04449575779889669,-0.36693885934560855
1,8,0,0,1,-0.23145502494313785,0,1,1,1,0,1,0,-0.13130643285972257,4,0,0,-1.247683319940588,0,1,0,0,1.1309561392635719,0.576801179399362,1.8315392410758644,1.6506593498964528,0.3253451992318662,1.9539400008785632,-1.1338027370720543,0.48884202982972147,1.5944343754897408
1,14,1,1,0,-0.23145502494313785,0,0,1,0,0,1,0,-0.13130643285972257,10,0,0,0.3212039932421299,2,1,0,0,-3.928298252776164,-0.1196002144718052,0.7795156258344013,-0.5423179626345845,1.0149903240367322,-1.0011708872741614,-0.14957015948594907,0.3917921214842112,-0.6112744847931675
1,8,1,1,0,-0.23145502494313785,0,0,1,1,0,1,0,-0.13130643285972257,4,1,0,-0.9873166916730874,1,1,0,0,-1.1655212643251134,-0.8382733132089433,-3.580765950399133,1.195433923565254,2.315178031392908,-1.1131326337824785,-0.8989462469257519,-0.677913591116355,1.0486966232919537
3,0,1,0,0,-0.23145502494313785,0,1,1,0,0,1,0,-0.13130643285972257,5,0,0,0.11684700542272566,2,1,0,0,-1.0923753349312975,-1.0266604839368056,0.8370380933758358,-0.0812545880597318,-0.7352946908574818,-0.5343078882258758,-0.6497950644532271,1.8328638321016755,0.023403954335750703
1,14,1,1,0,-0.23145502494313785,0,1,1,1,0,1,0,-0.13130643285972257,10,0,0,-0.7671798441300159,1,1,0,0,-3.0921688901031503,0.146097906205072,0.41906805825370774,-0.3645381118387798,-0.2905864305017514,-1.1940677916119145,-0.8035450734922922,-1.2172560176064084,0.9469114415299813
1,8,0,0,0,-0.23145502494313785,0,1,1,1,0,0,0,-0.13130643285972257,4,0,0,1.2125355276455,2,1,0,0,2.659323931302269,-1.0326652452839227,-1.2121177691880007,1.899079081646516,-0.3096478349778932,-1.255651198078014,0.4504238246880251,-0.1436915402947141,-1.615741995141352
1,14,1,1,0,-0.23145502494313785,1,1,1,1,0,0,0,-0.13130643285972257,10,0,0,-1.247683319940588,0,1,0,0,-2.7328133916358404,0.23790163827980046,0.119364180616452,-1.2701310321213326,0.9378999478599089,-0.28401228246047633,0.5489617703370635,2.170910202121176,-1.0415216968007495
1,18,1,1,0,-0.23145502494313785,0,1,1,1,0,0,0,-0.13130643285972257,1,0,0,1.2125355276455,2,1,0,0,-3.1379271492241982,-1.0532628357441498,1.432346597670894,-0.3892206212351208,0.03698057742367386,-0.3976979101250532,-0.09465474925606578,-0.8423176938077677,0.27385313059027283
2,8,0,0,0,-0.23145502494313785,0,1,1,1,1,0,0,-0.13130643285972257,4,0,0,0.11684700542272566,2,1,0,0,2.92503320083092,-2.074012032116166,-0.7383848522127012,3.5756635230525444,-0.40157382672666714,0.295367641678908,1.1494769936993159,1.580858599527167,0.0775945709539124
1,8,0,0,0,-0.23145502494313785,0,1,1,1,0,1,0,-0.13130643285972257,4,0,0,0.11684700542272566,2,1,0,0,3.395168998607866,-1.626995994437132,-0.7888832532658954,1.9326452525793636,-1.5165795117366834,-1.13057018268647,1.440327530799837,0.2935001034952176,-1.315254320007191
3,6,0,0,1,-0.23145502494313785,1,1,1,1,0,1,0,-0.13130643285972257,7,0,1,-0.7671798441300159,1,1,0,0,-2.8685263716229272,4.297617679286669,-1.725151020544326,-0.14403369363162494,-1.219608894499749,0.4271837271742831,-0.9802978895472079,1.3377965176531057,-1.1858658837772265
2,16,0,0,0,4.320493798938574,0,1,1,1,1,0,0,-0.13130643285972257,6,0,0,-0.40828706437812784,1,1,0,0,7.750910452424255,1.2216980168338942,2.2082915243733185,-0.5695367820286186,1.5177115976066011,-0.1036561005968116,-0.04996613529193112,0.34724503252406674,-0.4273205192427347
1,8,1,1,0,-0.23145502494313785,0,0,1,1,0,0,0,-0.13130643285972257,8,0,0,-1.9771743775608455,0,1,0,0,-2.4362950387531956,-1.1596520055806234,-0.08596979572995654,-0.9541939659606217,1.7003325631301252,0.9789492971668048,0.7414192876116038,1.5281016404074814,-1.1310134020339797
2,13,0,0,0,-0.23145502494313785,0,1,1,1,0,0,0,-0.13130643285972257,0,0,0,1.16060024880459,2,1,0,0,8.553182023044439,-0.44944415967163986,-1.3551447266822434,-2.099511773821411,1.1729404641163481,0.8131649858098281,-1.5672962930728687,-0.2745073748269748,-1.093006805846643
1,8,1,1,0,4.320493798938574,1,1,1,1,0,0,0,-0.13130643285972257,4,0,0,1.3110616791298872,3,1,0,0,1.994201100136711,-3.2915796822420598,-2.338647422554775,-1.006616779007778,-1.379354881085622,-0.30667065452363723,0.7071965253896279,-0.5757998574214576,0.08747364921761168
1,14,1,1,0,-0.23145502494313785,0,0,1,0,0,1,0,-0.13130643285972257,8,0,0,-1.9771743775608455,0,1,0,0,-3.643739462713362,-0.7601047283757568,1.211715715029052,-0.7175476315153756,0.41505040560117135,-1.0966030855694018,-0.8912433563718057,1.2457377427784495,-0.34018322245579385
0,11,1,1,0,-0.23145502494313785,0,1,1,1,0,0,0,7.6157731058639095,2,0,0,1.1067046913104839,2,1,0,0,6.088644144176614,-1.7881974400824083,-1.5324671201185913,-3.183127474018907,1.34762520922759,0.06039255524130726,-0.8567949815822034,-0.3114022670638024,-0.11489693689730238
2,11,0,0,0,-0.23145502494313785,1,1,1,1,0,0,0,-0.13130643285972257,2,0,1,-0.7671798441300159,1,1,0,0,0.4189791325339098,0.3940679996730126,1.7638779412685726,0.658820566001386,0.6612239743538152,3.7538942168427365,-1.0803983526438654,-0.3501967343786472,0.6400780122898697
1,14,1,1,0,-0.23145502494313785,0,0,1,1,0,1,0,-0.13130643285972257,10,0,0,0.4133690528074689,2,1,0,0,-1.5792281789603382,-1.989213298037706,2.614673335689783,-1.09065651286768,-1.4719407413794665,-0.22873522032778068,-0.3895499411392822,1.764047686717274,1.1353644595359305
1,12,1,1,0,-0.23145502494313785,1,0,1,1,0,0,0,-0.13130643285972257,6,0,1,1.3110616791298872,3,1,0,0,-3.545936592514516,0.1272551358211069,0.8959481680346819,-0.682941066824231,0.5964204640158222,-0.26241010022502154,1.1063321713162357,-2.1271758740094886,-1.0487726644607995
1,14,1,1,0,-0.23145502494313785,1,0,1,0,0,1,0,-0.13130643285972257,10,0,0,-1.566346318968047,0,1,0,0,-3.3921773125830676,-0.5568783752525358,0.678802543065896,-0.31875709978722117,0.5892495591937927,-1.4867937855127797,-1.165492329833847,1.008056275782753,0.006761573680621455
1,8,1,1,0,-0.23145502494313785,0,1,1,1,0,0,0,-0.13130643285972257,4,0,1,-0.9873166916730874,1,1,0,0,-1.1442844489291444,-0.9414353368640689,0.6748135118711169,0.7873495452409119,-0.06789149976645649,-1.033288056024788,0.9185227522790461,-0.05650399693051857,1.346847382941939
1,14,1,1,0,-0.23145502494313785,0,0,1,1,0,0,0,-0.13130643285972257,10,0,0,-0.40828706437812784,1,1,0,0,-2.9746109273487664,-1.812384587538438,2.1328738445731465,-0.900108858869141,-0.8106746513832433,0.05348367747933201,1.059443111723471,-1.4266953247672969,-0.35893816425986086
1,10,0,0,0,-0.23145502494313785,0,1,1,1,0,0,0,-0.13130643285972257,0,0,0,-1.247683319940588,0,1,0,0,5.272334235861972,-0.061751555383502986,-1.3685453669052319,-0.1202846428378368,0.4426207366041826,1.282370090034568,-1.3842794225545831,0.015176020344125879,-0.04293255294931489
1,3,0,0,0,-0.23145502494313785,0,1,1,1,1,1,0,-0.13130643285972257,1,0,0,0.8017074690527018,2,1,0,0,-1.3702243596279697,0.7431220096930539,0.8445605160825608,1.5731666752767164,-0.38717563341676964,1.4450697928684861,1.101639984497452,-0.44546225080634466,-1.2193911615671662
1,8,0,0,0,-0.23145502494313785,0,0,1,1,0,0,0,-0.13130643285972257,4,0,0,0.3212039932421299,2,1,0,0,0.36490886314434384,-1.8672164205183777,-1.60452583384041,1.0348028493423103,-1.6104304247956374,1.8927272195671285,-0.2893272242392789,0.1999892199575534,-0.505550973735668
0,6,0,0,1,-0.23145502494313785,1,1,1,1,0,1,0,-0.13130643285972257,0,1,1,1.3110616791298872,3,1,0,0,1.9384480571615688,2.4353183573320574,0.7063064368693173,3.2551538863358007,-0.31800797822072396,-2.1209077868466926,-0.7604115692825268,-0.5746788929649709,1.5219113767734334
1,8,0,0,0,-0.23145502494313785,0,1,1,1,0,0,0,-0.13130643285972257,4,0,1,-0.5764886330802892,1,1,0,0,3.6504436561378566,5.174767406049556,-0.2967257490752398,-1.9349527805010514,-2.533746932350566,-2.4606237663117643,-1.84057455020863,-0.9309152945658149,0.5191438959453781
0,8,1,1,0,-0.23145502494313785,0,1,1,1,0,0,0,-0.13130643285972257,4,0,0,-1.247683319940588,0,1,0,0,1.4694363003931223,-2.949420029747419,-2.688958333672049,-2.386206641063166,-0.9327792973127529,0.7500384382000292,0.8632707292766092,0.9181209169866857,2.3833131910967325
1,5,0,0,0,-0.23145502494313785,0,1,1,1,0,1,0,-0.13130643285972257,11,0,1,0.11684700542272566,2,1,0,0,-0.09426737966946162,4.364964964156513,-0.9072633986716186,0.06803497697357502,-1.913658435404391,1.4442046456318134,2.1888566268168503,1.3365779407348553,-0.4603648958218507
1,20,0,0,0,-0.23145502494313785,0,1,1,1,0,0,0,-0.13130643285972257,12,0,1,0.3212039932421299,2,1,0,0,-0.31497160652390793,-2.7623352092481683,-2.1114228051430666,0.2744903972040186,-1.6938850928178069,1.6376509353464763,-0.8947076044357042,-0.23068023841775007,-0.8096533285509194
1,4,1,1,0,-0.23145502494313785,1,0,0,0,0,1,0,-0.13130643285972257,1,2,1,-0.40828706437812784,1,0,0,0,-4.801350526422241,3.29501290311914,-2.2377467981606665,-0.6866034335542628,1.4972189886079268,-1.6931050029808616,-0.8666866601054737,0.7184844608342034,-0.8089850404089831
1,1,1,1,0,-0.23145502494313785,0,1,1,1,0,0,0,-0.13130643285972257,9,0,1,-0.40828706437812784,1,1,0,0,-2.3599756289785487,-1.0649024315757258,0.014956405275399523,0.4049248795647084,0.6508329589232862,-0.7199451231383633,-0.28015687059344324,-1.265617431884389,0.7378736191413837
0,2,0,0,0,-0.23145502494313785,1,1,1,1,0,0,0,-0.13130643285972257,0,0,1,-0.25782563405283004,1,1,0,0,8.14525082636561,0.32032400675121026,-0.09417832800258952,-0.6188178117767744,0.720362340648183,-0.5167279336573103,0.5961991068117547,0.43987559559455874,-1.0209294923662366
1,22,0,0,0,-0.23145502494313785,1,1,1,1,0,0,0,-0.13130643285972257,7,0,1,-0.12171671423230677,2,1,0,0,-1.3228366385941266,1.5475055406296343,1.3323454590825425,0.9538312648685933,-1.079211607786873,1.1772776482890064,0.05058280611021066,-0.5235860381155194,0.19540761370585485
1,14,1,1,0,-0.23145502494313785,1,1,1,0,0,1,0,-0.13130643285972257,10,0,1,-0.25782563405283004,1,1,0,0,-3.075841106665726,-1.9677560203324898,1.6822326725742074,-0.6634337193243227,0.03545178677792863,-1.040390422187127,-0.7458633767920044,1.3863964699759193,-0.0999861747323758
1,15,1,0,0,-0.23145502494313785,1,1,1,1,0,1,0,-0.13130643285972257,2,1,1,1.3110616791298872,3,1,0,0,-3.054526895653492,4.733587737213297,-2.304867344670361,0.040156555519926265,0.5769200395513537,-0.4192702631744648,0.7990202424388276,-0.033524782080109956,0.9462585492341488
1,14,1,1,0,-0.23145502494313785,1,0,1,1,0,1,0,-0.13130643285972257,10,0,1,0.9316208790489315,2,1,0,0,-3.2869768880720875,-1.0339103898801307,1.1499346813834035,-0.3005957975455233,0.2758370852568626,-0.3108800892546443,-0.02592304998355925,-0.7607842253382324,0.028364156039339148
2,21,1,0,1,-0.23145502494313785,1,1,1,1,0,0,0,-0.13130643285972257,7,0,1,0.8017074690527018,2,1,0,0,5.405270011519515,-0.08626440581373482,-0.6167600626328363,-0.4983721873483457,1.178450688637688,-0.04992726385603369,2.5949536171621097,-0.2960255511565228,0.4869611033904893
3,17,0,0,0,-0.23145502494313785,1,0,1,1,0,1,0,-0.13130643285972257,11,1,1,-1.247683319940588,0,1,0,0,-2.0053947666331062,5.247012424939736,-1.648160704646244,0.7770165615790049,1.3422639624261299,1.6313508624124922,-1.0404488063406694,-0.3969432907952732,-0.19996680586539275
